route_id,segment_id,start_lat,start_lon,end_lat,end_lon,segment_length_km,total_route_length_km,rain_intensity,wind_speed,temperature,visibility,elevation,terrain_type,slope,road_type,traffic_risk_index,month,hour
d1c107e2-f823-4165-907c-981f2d15de6a,0,18.655673119300882,91.90382785788135,19.522165936818592,92.18156592954641,100.67264248601835,1004.4471871193858,10.5,37.3,31.1,4.9,24.0,flat,1.5,highway,62,6,8
d1c107e2-f823-4165-907c-981f2d15de6a,1,19.522165936818592,92.18156592954641,20.3886587543363,92.45930400121145,100.62750616946609,1004.4471871193858,1.61,10.0,21.9,6.0,307.6,hilly,3.98,highway,30,1,11
d1c107e2-f823-4165-907c-981f2d15de6a,2,20.3886587543363,92.45930400121145,21.25515157185401,92.7370420728765,100.58068614263574,1004.4471871193858,12.27,36.8,33.3,3.9,260.2,hilly,2.5,highway,52,7,15
d1c107e2-f823-4165-907c-981f2d15de6a,3,21.25515157185401,92.7370420728765,22.12164438937172,93.01478014454155,100.53222291344389,1004.4471871193858,15.3,11.1,30.7,3.9,350.8,hilly,4.91,highway,51,9,14
d1c107e2-f823-4165-907c-981f2d15de6a,4,22.12164438937172,93.01478014454155,22.988137206889427,93.2925182162066,100.48215846996025,1004.4471871193858,4.81,14.4,32.4,6.9,163.4,flat,1.43,highway,35,10,14
d1c107e2-f823-4165-907c-981f2d15de6a,5,22.988137206889427,93.2925182162066,23.854630024407136,93.57025628787166,100.43053625014748,1004.4471871193858,1.51,14.3,36.1,10.2,38.8,flat,0.12,highway,44,4,9
d1c107e2-f823-4165-907c-981f2d15de6a,6,23.854630024407136,93.57025628787166,24.721122841924846,93.8479943595367,100.37740111036047,1004.4471871193858,10.13,22.2,26.6,7.4,324.1,hilly,4.31,highway,62,9,18
d1c107e2-f823-4165-907c-981f2d15de6a,7,24.721122841924846,93.8479943595367,25.587615659442555,94.12573243120175,100.32279929260498,1004.4471871193858,0.34,12.7,34.7,9.0,1050.9,mountainous,13.76,rural,25,4,14
d1c107e2-f823-4165-907c-981f2d15de6a,8,25.587615659442555,94.12573243120175,26.454108476960265,94.4034705028668,100.26677839054547,1004.4471871193858,15.28,14.6,26.9,0.5,814.7,mountainous,7.37,rural,49,9,21
d1c107e2-f823-4165-907c-981f2d15de6a,9,26.454108476960265,94.4034705028668,27.320601294477974,94.68120857453185,100.2093873142876,1004.4471871193858,10.29,37.9,27.2,1.4,1060.4,mountainous,9.42,rural,56,6,19
0700cebe-9528-438a-8806-989ed015e33c,0,14.58527741291402,87.61391020482871,14.160004572107201,87.10034069648101,72.77599694069214,731.0120270878332,0.39,14.3,36.0,9.6,198.2,flat,0.51,highway,26,3,21
0700cebe-9528-438a-8806-989ed015e33c,1,14.160004572107201,87.10034069648101,13.73473173130038,86.58677118813331,72.85484723663318,731.0120270878332,0.4,10.7,35.9,7.4,293.8,hilly,3.4,highway,18,3,5
0700cebe-9528-438a-8806-989ed015e33c,2,13.73473173130038,86.58677118813331,13.309458890493561,86.07320167978561,72.93143511090578,731.0120270878332,13.11,33.6,31.1,2.4,387.2,hilly,3.71,highway,64,6,17
0700cebe-9528-438a-8806-989ed015e33c,3,13.309458890493561,86.07320167978561,12.88418604968674,85.55963217143791,73.00575083226994,731.0120270878332,1.8,9.5,35.9,4.8,110.2,flat,0.0,highway,42,4,19
0700cebe-9528-438a-8806-989ed015e33c,4,12.88418604968674,85.55963217143791,12.45891320887992,85.04606266309023,73.07778498026762,731.0120270878332,1.99,11.4,18.5,4.8,56.5,flat,1.95,highway,50,1,20
0700cebe-9528-438a-8806-989ed015e33c,5,12.45891320887992,85.04606266309023,12.033640368073101,84.53249315474253,73.14752844432003,731.0120270878332,2.28,19.6,33.4,6.6,260.5,hilly,5.57,highway,46,9,20
0700cebe-9528-438a-8806-989ed015e33c,6,12.033640368073101,84.53249315474253,11.60836752726628,84.01892364639482,73.2149724228356,731.0120270878332,1.81,2.2,21.4,7.4,325.4,hilly,4.08,highway,29,2,22
0700cebe-9528-438a-8806-989ed015e33c,7,11.60836752726628,84.01892364639482,11.18309468645946,83.50535413804712,73.28010842237441,731.0120270878332,4.16,36.9,31.6,8.5,347.2,hilly,5.19,highway,35,7,6
0700cebe-9528-438a-8806-989ed015e33c,8,11.18309468645946,83.50535413804712,10.75782184565264,82.99178462969942,73.34292825682718,731.0120270878332,4.99,16.6,33.7,4.0,313.0,hilly,2.85,highway,44,11,20
0700cebe-9528-438a-8806-989ed015e33c,9,10.75782184565264,82.99178462969942,10.33254900484582,82.47821512135172,73.4034240466294,731.0120270878332,0.45,12.6,21.2,4.8,312.2,hilly,4.42,highway,17,1,3
d83bc3c7-846e-476d-a8ea-005112fd33ae,0,16.889639762947496,84.04705891161514,18.368489648041773,83.52390236078624,173.53422649419159,1727.044792840605,0.99,19.1,18.9,6.8,191.8,flat,0.63,highway,42,12,17
d83bc3c7-846e-476d-a8ea-005112fd33ae,1,18.368489648041773,83.52390236078624,19.84733953313605,83.00074580995735,173.3836298956882,1727.044792840605,6.04,25.5,32.7,2.4,212.9,hilly,4.81,highway,31,9,4
d83bc3c7-846e-476d-a8ea-005112fd33ae,2,19.84733953313605,83.00074580995735,21.326189418230328,82.47758925912845,173.22267839097066,1727.044792840605,1.63,8.4,39.8,10.1,0.9,flat,0.92,highway,51,5,9
d83bc3c7-846e-476d-a8ea-005112fd33ae,3,21.326189418230328,82.47758925912845,22.805039303324605,81.95443270829955,173.05177252434166,1727.044792840605,0.79,15.7,18.8,6.3,90.3,flat,1.27,highway,46,1,8
d83bc3c7-846e-476d-a8ea-005112fd33ae,4,22.805039303324605,81.95443270829955,24.283889188418883,81.43127615747065,172.87133880711116,1727.044792840605,1.27,2.8,35.3,4.4,68.0,flat,0.87,highway,27,3,1
d83bc3c7-846e-476d-a8ea-005112fd33ae,5,24.283889188418883,81.43127615747065,25.76273907351316,80.90811960664176,172.68182886999764,1727.044792840605,0.77,14.6,15.6,7.2,428.9,hilly,5.42,highway,37,2,17
d83bc3c7-846e-476d-a8ea-005112fd33ae,6,25.76273907351316,80.90811960664176,27.241588958607434,80.38496305581286,172.4837185534002,1727.044792840605,16.61,16.0,25.8,1.0,1106.1,mountainous,9.12,rural,41,7,0
d83bc3c7-846e-476d-a8ea-005112fd33ae,7,27.241588958607434,80.38496305581286,28.720438843701714,79.86180650498396,172.27750693521642,1727.044792840605,1.61,18.1,13.6,7.0,511.1,hilly,3.17,highway,29,2,1
d83bc3c7-846e-476d-a8ea-005112fd33ae,8,28.720438843701714,79.86180650498396,30.199288728795988,79.33864995415507,172.0637152959876,1727.044792840605,4.81,4.5,27.9,9.0,1616.8,mountainous,13.88,mountain,60,11,10
d83bc3c7-846e-476d-a8ea-005112fd33ae,9,30.199288728795988,79.33864995415507,31.678138613890265,78.81549340332617,171.84288602128342,1727.044792840605,0.14,14.6,14.0,10.1,2059.3,mountainous,9.7,mountain,27,1,0
ed7b290e-29cb-49f6-a224-d1316132b401,0,24.56455243806464,81.74244425740127,25.616562862657936,80.95240865550504,141.46783054829453,1394.9022744297804,1.91,11.8,30.0,8.5,886.5,mountainous,14.53,rural,21,3,4
ed7b290e-29cb-49f6-a224-d1316132b401,1,25.616562862657936,80.95240865550504,26.668573287251228,80.16237305360879,141.0768046542722,1394.9022744297804,0.1,4.8,34.6,9.7,746.6,mountainous,8.94,mountain,38,5,11
ed7b290e-29cb-49f6-a224-d1316132b401,2,26.668573287251228,80.16237305360879,27.720583711844522,79.37233745171255,140.6733793164027,1394.9022744297804,1.52,10.0,28.4,8.3,956.0,mountainous,11.35,mountain,46,10,11
ed7b290e-29cb-49f6-a224-d1316132b401,3,27.720583711844522,79.37233745171255,28.772594136437817,78.58230184981632,140.25799391304227,1394.9022744297804,0.75,15.0,16.7,7.8,930.8,mountainous,13.02,rural,34,12,17
ed7b290e-29cb-49f6-a224-d1316132b401,4,28.772594136437817,78.58230184981632,29.82460456103111,77.79226624792008,139.83110450463525,1394.9022744297804,0.66,19.3,13.0,6.9,3394.5,mountainous,12.83,mountain,58,12,9
ed7b290e-29cb-49f6-a224-d1316132b401,5,29.82460456103111,77.79226624792008,30.876614985624403,77.00223064602383,139.39318370473342,1394.9022744297804,1.16,12.1,34.4,6.7,2679.3,mountainous,7.36,mountain,30,4,22
ed7b290e-29cb-49f6-a224-d1316132b401,6,30.876614985624403,77.00223064602383,31.9286254102177,76.2121950441276,138.94472053489773,1394.9022744297804,15.41,36.8,28.0,4.4,3026.7,mountainous,6.91,mountain,51,8,3
ed7b290e-29cb-49f6-a224-d1316132b401,7,31.9286254102177,76.2121950441276,32.98063583481099,75.42215944223136,138.48622026200925,1394.9022744297804,6.84,13.8,25.9,5.6,2615.5,mountainous,13.33,mountain,40,7,5
ed7b290e-29cb-49f6-a224-d1316132b401,8,32.98063583481099,75.42215944223136,34.03264625940429,74.63212384033511,138.01820421635833,1394.9022744297804,0.37,17.0,32.6,4.5,2060.5,mountainous,13.55,rural,21,4,21
ed7b290e-29cb-49f6-a224-d1316132b401,9,34.03264625940429,74.63212384033511,35.08465668399758,73.84208823843888,137.54120958884528,1394.9022744297804,19.64,21.6,27.4,6.1,2406.3,mountainous,11.55,mountain,78,8,20
58c9146b-2739-4fc7-abc8-c747ef8a3b07,0,25.27012582991288,92.59704952119995,26.25746460391877,90.78293853845432,212.26031001383436,2054.9230717513897,6.37,25.7,26.0,5.0,928.1,mountainous,14.22,mountain,63,8,17
58c9146b-2739-4fc7-abc8-c747ef8a3b07,1,26.25746460391877,90.78293853845432,27.244803377924658,88.96882755570869,210.94549354866695,2054.9230717513897,0.59,12.6,32.4,5.9,376.0,hilly,5.52,highway,25,5,5
58c9146b-2739-4fc7-abc8-c747ef8a3b07,2,27.244803377924658,88.96882755570869,28.232142151930546,87.15471657296304,209.58814504263404,2054.9230717513897,0.07,16.4,14.9,2.7,581.8,hilly,2.41,highway,42,2,19
58c9146b-2739-4fc7-abc8-c747ef8a3b07,3,28.232142151930546,87.15471657296304,29.219480925936438,85.34060559021741,208.18906103670483,2054.9230717513897,0.73,11.6,15.1,10.0,2786.2,mountainous,10.55,mountain,60,1,8
58c9146b-2739-4fc7-abc8-c747ef8a3b07,4,29.219480925936438,85.34060559021741,30.206819699942322,83.52649460747178,206.74907336244024,2054.9230717513897,5.27,27.5,26.4,3.2,2439.9,mountainous,9.89,mountain,34,7,3
58c9146b-2739-4fc7-abc8-c747ef8a3b07,5,30.206819699942322,83.52649460747178,31.194158473948214,81.71238362472614,205.2690500086227,2054.9230717513897,13.94,39.2,27.5,0.8,3039.5,mountainous,13.35,mountain,49,7,5
58c9146b-2739-4fc7-abc8-c747ef8a3b07,6,31.194158473948214,81.71238362472614,32.1814972479541,79.89827264198051,203.74989605251508,2054.9230717513897,0.98,9.2,27.7,7.2,2544.1,mountainous,9.39,mountain,38,11,6
58c9146b-2739-4fc7-abc8-c747ef8a3b07,7,32.1814972479541,79.89827264198051,33.16883602195999,78.08416165923487,202.19255465985248,2054.9230717513897,4.97,5.9,29.5,10.4,1795.3,mountainous,9.02,rural,28,11,21
58c9146b-2739-4fc7-abc8-c747ef8a3b07,8,33.16883602195999,78.08416165923487,34.15617479596588,76.27005067648923,200.59800815784342,2054.9230717513897,5.94,37.6,26.6,2.3,3333.6,mountainous,7.88,mountain,48,6,11
58c9146b-2739-4fc7-abc8-c747ef8a3b07,9,34.15617479596588,76.27005067648923,35.143513569971766,74.4559396937436,198.96727918571204,2054.9230717513897,1.02,12.8,34.7,8.6,3393.2,mountainous,14.06,mountain,35,4,1
7425591b-2fe8-44b7-8edd-dddd337c4206,0,9.400886870742934,72.07033516381347,9.87157597776702,73.34633432573774,149.35299682690723,1483.896577847245,6.75,39.7,33.5,3.5,301.9,hilly,5.38,highway,55,6,20
7425591b-2fe8-44b7-8edd-dddd337c4206,1,9.87157597776702,73.34633432573774,10.342265084791107,74.62233348766203,149.16584569336766,1483.896577847245,1.53,17.4,36.1,6.5,91.3,flat,1.48,highway,21,4,3
7425591b-2fe8-44b7-8edd-dddd337c4206,2,10.342265084791107,74.62233348766203,10.812954191815194,75.89833264958631,148.96990120742652,1483.896577847245,1.57,12.5,38.2,10.5,358.5,hilly,4.84,highway,34,5,14
7425591b-2fe8-44b7-8edd-dddd337c4206,3,10.812954191815194,75.89833264958631,11.28364329883928,77.1743318115106,148.76518163063471,1483.896577847245,0.21,12.8,35.6,5.4,85.5,flat,1.75,highway,43,5,20
7425591b-2fe8-44b7-8edd-dddd337c4206,4,11.28364329883928,77.1743318115106,11.754332405863366,78.45033097343487,148.5517060706906,1483.896577847245,0.25,13.9,19.6,9.2,77.0,flat,1.77,highway,34,1,21
7425591b-2fe8-44b7-8edd-dddd337c4206,5,11.754332405863366,78.45033097343487,12.225021512887453,79.72633013535915,148.3294944836111,1483.896577847245,19.22,16.5,31.7,5.7,134.1,flat,1.71,highway,49,7,13
7425591b-2fe8-44b7-8edd-dddd337c4206,6,12.225021512887453,79.72633013535915,12.69571061991154,81.00232929728344,148.09856767599203,1483.896577847245,1.9,18.2,33.4,12.0,238.6,hilly,3.93,highway,32,10,11
7425591b-2fe8-44b7-8edd-dddd337c4206,7,12.69571061991154,81.00232929728344,13.166399726935627,82.27832845920771,147.85894730741268,1483.896577847245,1.45,11.1,36.3,9.3,303.1,hilly,3.6,highway,37,3,6
7425591b-2fe8-44b7-8edd-dddd337c4206,8,13.166399726935627,82.27832845920771,13.637088833959712,83.554327621132,147.6106558929883,1483.896577847245,1.94,2.4,32.0,5.2,43.0,flat,1.39,highway,42,11,20
7425591b-2fe8-44b7-8edd-dddd337c4206,9,13.637088833959712,83.554327621132,14.1077779409838,84.83032678305628,147.3537168060247,1483.896577847245,5.48,35.5,30.3,4.8,382.7,hilly,5.64,highway,44,7,11
aedc8cd7-366f-4ce9-a09a-af78348b66da,0,10.268347058817536,70.12919375007964,10.08523245639628,70.35481707091708,32.00552664998357,320.5186098048698,13.59,15.4,31.6,4.8,398.5,hilly,4.89,highway,57,9,10
aedc8cd7-366f-4ce9-a09a-af78348b66da,1,10.08523245639628,70.35481707091708,9.902117853975025,70.58044039175452,32.016360820856534,320.5186098048698,0.79,8.2,38.1,6.1,261.7,hilly,2.82,highway,24,5,3
aedc8cd7-366f-4ce9-a09a-af78348b66da,2,9.902117853975025,70.58044039175452,9.719003251553769,70.80606371259196,32.02700268341062,320.5186098048698,0.98,10.3,33.1,8.1,347.8,hilly,5.86,highway,25,10,4
aedc8cd7-366f-4ce9-a09a-af78348b66da,3,9.719003251553769,70.80606371259196,9.535888649132513,71.0316870334294,32.037451994707816,320.5186098048698,19.61,14.7,33.5,8.0,273.0,hilly,2.13,highway,62,8,18
aedc8cd7-366f-4ce9-a09a-af78348b66da,4,9.535888649132513,71.0316870334294,9.352774046711257,71.25731035426685,32.04770851637925,320.5186098048698,0.72,5.8,34.6,9.0,135.9,flat,0.01,highway,42,11,9
aedc8cd7-366f-4ce9-a09a-af78348b66da,5,9.352774046711257,71.25731035426685,9.169659444290003,71.4829336751043,32.05777201462194,320.5186098048698,0.89,2.1,37.2,7.0,161.0,flat,1.62,highway,25,3,7
aedc8cd7-366f-4ce9-a09a-af78348b66da,6,9.169659444290003,71.4829336751043,8.986544841868747,71.70855699594175,32.06764226018914,320.5186098048698,1.78,9.9,20.3,5.5,283.6,hilly,3.01,highway,28,2,22
aedc8cd7-366f-4ce9-a09a-af78348b66da,7,8.986544841868747,71.70855699594175,8.803430239447492,71.93418031677919,32.077319028396936,320.5186098048698,0.97,5.4,37.4,3.3,385.6,hilly,3.99,highway,16,3,0
aedc8cd7-366f-4ce9-a09a-af78348b66da,8,8.803430239447492,71.93418031677919,8.620315637026236,72.15980363761663,32.08680209910942,320.5186098048698,1.53,16.5,33.5,9.8,294.3,hilly,3.09,highway,45,10,9
aedc8cd7-366f-4ce9-a09a-af78348b66da,9,8.620315637026236,72.15980363761663,8.43720103460498,72.38542695845408,32.09609125674007,320.5186098048698,1.08,7.2,37.7,9.7,38.0,flat,0.62,highway,50,3,17
c24d0225-a171-4fb2-b68a-5ee610db3d3c,0,15.141714047722386,76.68854365678014,14.949398460130007,76.71731418816601,21.606536241824195,216.0825804472361,1.96,9.2,18.2,7.1,74.7,flat,0.56,highway,33,1,13
c24d0225-a171-4fb2-b68a-5ee610db3d3c,1,14.949398460130007,76.71731418816601,14.75708287253763,76.74608471955189,21.60693249893358,216.0825804472361,0.06,18.2,36.0,9.2,314.6,hilly,4.47,highway,42,3,9
c24d0225-a171-4fb2-b68a-5ee610db3d3c,2,14.75708287253763,76.74608471955189,14.564767284945251,76.77485525093778,21.60732411371905,216.0825804472361,0.52,9.7,18.5,7.7,81.3,flat,0.65,highway,21,12,23
c24d0225-a171-4fb2-b68a-5ee610db3d3c,3,14.564767284945251,76.77485525093778,14.372451697352872,76.80362578232365,21.60771106878401,216.0825804472361,0.05,17.8,33.2,6.2,307.1,hilly,2.07,highway,24,11,22
c24d0225-a171-4fb2-b68a-5ee610db3d3c,4,14.372451697352872,76.80362578232365,14.180136109760493,76.83239631370952,21.608093346941875,216.0825804472361,16.62,32.9,32.9,2.5,258.4,hilly,3.81,highway,46,9,12
c24d0225-a171-4fb2-b68a-5ee610db3d3c,5,14.180136109760493,76.83239631370952,13.987820522168116,76.8611668450954,21.60847093121343,216.0825804472361,12.84,11.1,33.0,7.6,66.5,flat,0.97,highway,50,6,6
c24d0225-a171-4fb2-b68a-5ee610db3d3c,6,13.987820522168116,76.8611668450954,13.795504934575737,76.88993737648127,21.60884380482982,216.0825804472361,0.67,11.7,18.2,10.2,103.4,flat,0.29,highway,27,12,7
